"";"CV";"LIBGEO";"P13_F65P";"P13_POP";"DP90F65P";"DP90T";"pct_P13_F65P_P13_POP";"pct_DP90F65P_DP90T"
"517";"2709";"Évreux-1 (Partiel)";788,231019890825;6732;299;5772;11,7087198438922;5,18018018018018
"518";"2710";"Évreux-2 (Partiel)";781,668261218965;9722,99999999999;363;8000;8,03937325124926;4,5375
"519";"2711";"Évreux-3 (Partiel)";807,331731718304;10842;315;9800;7,44633583949736;3,21428571428571
"520";"2712";"Gaillon";1930,44352415303;26032;1183;20735;7,41565582418957;5,70532915360502
"521";"2713";"Gisors";2737,53216821868;29891;1962;24090;9,15838268448255;8,14445828144458
"522";"2714";"Louviers";2555,95013270808;23827;1988;23801;10,7271168536034;8,35259022730137
"523";"2715";"Le Neubourg";1806,88486256765;21940;1244;17015;8,23557366712696;7,3111960035263
"524";"2716";"Pacy-sur-Eure";2550,68296309792;26224;1529;21972;9,72652136629772;6,95885672674313
"525";"2717";"Pont-Audemer";2949,16886999044;27757;2068;24282;10,6249553986038;8,51659665595915
"526";"2718";"Pont-de-l'Arche";1840,16459487204;22572;1349;18413;8,15242156154545;7,32634551675447
"527";"2719";"Romilly-sur-Andelle";2093,9730134569;21637;1523;18571;9,67774189331656;8,20095848365732
"528";"2720";"Saint-André-de-l'Eure";2710,12258499724;29993;1838;24410;9,03585031506432;7,52970094223679
"529";"2721";"Val-de-Reuil";996,265102491698;20955;800;18293;4,75430733711142;4,37325753020281
"530";"2722";"Verneuil-sur-Avre";1483,52907209508;17626;1149;14750;8,416708680898;7,78983050847458
"531";"2723";"Vernon";2797,4485659783;28336;2153;27898;9,87241871110353;7,71739909670944
"532";"2786";"Verneuil d'Avre et d'Iton";949,24487988234;6464;752;6452;14,6851002457045;11,6553006819591
"533";"2787";"Nassandres sur Risle";204,055290877776;1359;128;1352;15,0151060248547;9,46745562130178
"534";"2788";"Mesnils-sur-Iton";241,341706370365;2016;199;1897;11,9713148001173;10,4902477596205
"535";"2789";"Marbois";31,7943037974684;591;31;382;5,37974683544304;8,1151832460733
"536";"2799";"Évreux";4525,13940721284;49722;3587;49123;9,10087970558876;7,30207845612035
"537";"2801";"Anet";2053,78853070658;24436;1502,45151033386;19107,3092209857;8,40476563556466;7,86322915988459
"538";"2802";"Auneau";1680,41768467046;23228;1380;18155;7,23444844442252;7,60121178738639
"539";"2803";"Brou";2953,28122415945;19269;2442;18673;15,3265930985492;13,0777057783966
"540";"2804";"Chartres-1 (Partiel)";963,2670990018;12542;610;9947;7,68033088025674;6,13250226198854
"541";"2805";"Chartres-2 (Partiel)";1323,25857994634;17511;819;13347;7,55672765659493;6,13621038435604
"542";"2806";"Chartres-3 (Partiel)";1684,09786764083;18157;400;5717;9,27519891854836;6,99667657862515
"543";"2807";"Châteaudun";3865,19944677778;30733;3059;30063;12,5767072748439;10,1752985397332
"544";"2808";"Dreux-1 (Partiel)";1604,50482864189;18704;847;18020;8,57840477246518;4,70033296337403
"545";"2809";"Dreux-2 (Partiel)";824,993226381382;10454;609;8095;7,89165129501992;7,52316244595429
"546";"2810";"Épernon";3008,25729724818;34056;1923;29163;8,83326667033176;6,59397181359942
"547";"2811";"Illiers-Combray";2392,15390865116;25988;1804;21177;9,20484034420179;8,51867592199084
"548";"2812";"Lucé";2784,11326884761;27717;1094;23142;10,0447857590923;4,72733558033014
"549";"2813";"Nogent-le-Rotrou";3909,5099623632;29419;1701;17111;13,2890647621034;9,94097364268599
"550";"2814";"Saint-Lubin-des-Joncherets";3251,80253769126;33455;2447;29143;9,71992986905173;8,39652746800261
"551";"2815";"Voves";2585,75040820772;26703;2464;22965;9,68337043855642;10,7293707816242
"552";"2889";"Gommerville";44,0757825370674;636,999999999998;49;459;6,91927512355848;10,6753812636166
"553";"2898";"Chartres";5020,4294937429;38840;3824;39596;12,9259255760631;9,65754116577432
"554";"2899";"Dreux";2489,37836595843;31373;2227;35230;7,9347794790375;6,32131705932444
"555";"2903";"Brest-3 (Partiel)";1069,48064243452;12175;261;11408;8,78423525613566;2,28786816269285
"556";"2904";"Brest-4 (Partiel)";1904,69424034306;17259;584;8459;11,0359478552817;6,90388934862277
"557";"2906";"Briec";3046,57462779659;27802;3157;24733;10,9581131853701;12,7643229693123
"558";"2907";"Carhaix-Plouguer";4158,30760502352;27261;3106;20401;15,2536869704835;15,2247438851037
"559";"2908";"Concarneau";5098,28427443747;36934;792;8797;13,8037696280865;9,00306922814596
"560";"2909";"Crozon";4559,97501009599;32797;2428;18306;13,9036345095466;13,2634109035289
"561";"2910";"Douarnenez";5890,03480135733;33417;3156;21022;17,6258634867203;15,0128436875654
"562";"2911";"Fouesnant";4494,20709962936;35220;1134;12820;12,7603835878176;8,84555382215289
"563";"2912";"Guipavas";4213,13849396681;38390;2719;33687;10,9745727897026;8,07136284026479
"564";"2913";"Landerneau";2678,15533807608;27519;565;9888;9,73202274092838;5,71399676375404
"565";"2914";"Landivisiau";3022,527209582;32914;1989;19618;9,18310509078812;10,1386481802426
"566";"2915";"Lesneven";4062,17795795543;34610;1658;19162;11,7370065239972;8,65254148836238
"567";"2916";"Moëlan-sur-Mer";5474,62215459477;36212;1995;15429;15,1182540445012;12,9301963834338
"568";"2917";"Morlaix";4764,91864003471;36230;2250;19219;13,1518593431816;11,7071647848483
"569";"2918";"Plabennec";4015,10768843904;40177;2360;25239;9,99354777220558;9,35060818574429
"570";"2919";"Plonéour-Lanvern";3610,0363059709;28787;2972;23518;12,5405089310137;12,6371290075687
"571";"2920";"Plouigneau";3919,83122338659;28191;3200;27045;13,9045483430406;11,8321316324644
"572";"2921";"Pont-de-Buis-lès-Quimerch";2556,06597424673;27349;2505;21837;9,34610396814045;11,4713559554884
"573";"2922";"Pont-l'Abbé";4813,91646597484;26403;1801;12339;18,2324601976095;14,5959964340708
"574";"2923";"Quimper-1 (Partiel)";1604,02523791249;15735;955;13933;10,1939957922624;6,85423096246322
"575";"2925";"Quimperlé";3718,82972113627;31335;1649;16380;11,8679742177637;10,0671550671551
"576";"2926";"Saint-Pol-de-Léon";4826,08123504961;31842;3194;24738;15,1563382797865;12,9113105344005
"577";"2927";"Saint-Renan";3738,7059067178;35840;1888;20753;10,4316571057974;9,09747988242664
"578";"2998";"Brest";14256,4650399968;139386;13758;147888;10,2280466043912;9,30298604349237
"579";"2999";"Quimper";7299,51807132768;63532;5789;59421;11,4895140579986;9,7423469817068
"580";"2A05";"Ajaccio-5 (Partiel)";653,504435581604;7116;244;4383;9,18359240558746;5,56696326716861
"581";"2A06";"Bavella (Partiel)";826,707560506466;7656;484;4784;10,7981656283499;10,1170568561873
"582";"2A07";"Grand Sud (Partiel)";962,579565714509;7797;806;6292;12,3455119368284;12,8099173553719
"583";"2A08";"Gravona-Prunelli";1503,88381434022;14741;793;8539;10,2020474482072;9,28680173322403
"584";"2A09";"Sartenais-Valinco";1432,62834143507;11363;1258;10234;12,6078354434134;12,2923588039867
"585";"2A10";"Sevi-Sorru-Cinarca";1277,609102804;7596,00000000001;1181;6503;16,8194984571354;18,1608488389974
"586";"2A11";"Taravo-Ornano";2126,87840797458;14104;1261;9630;15,0799660236428;13,0944963655244
"587";"2A98";"Ajaccio";8033,80862763889;67507;0;0;11,9007045604736;NA
"588";"2A99";"Porto-Vecchio";936,393314204686;11354;0;0;8,2472548371031;NA
"589";"2B01";"Bastia-1 (Partiel)";456,794472754323;3552;253;2950;12,8602047509663;8,57627118644068
"590";"2B04";"Bastia-4 (Partiel)";433,81978949222;5788;145;3289;7,49515876800656;4,40863484341745
"591";"2B05";"Biguglia-Nebbio";1382,48782046656;13746;596;4218;10,0573826601671;14,1299193930773
"592";"2B06";"Borgo";905,571191412399;13185;162;3340;6,86819257802349;4,8502994011976
"593";"2B07";"Calvi";1257,09874398695;11832;579;4767;10,6245668017828;12,1460037759597
"594";"2B08";"Cap Corse";1888,85826903526;12485;1232;10231;15,129020977455;12,0418336428502
"595";"2B09";"Casinca-Fumalto";1312,29403995705;11846;882;8490;11,0779507002959;10,3886925795053
"596";"2B10";"Castagniccia";1233,69507680338;9266;811;6852;13,314214081625;11,835960303561
"597";"2B11";"Corte";978,955728561953;9585,99999999999;291;1733;10,2123485141034;16,7916907097519
"598";"2B12";"Fiumorbo-Castello";1127,99947675289;8729;799;7301;12,922436438915;10,943706341597
"599";"2B13";"Ghisonaccia";1140,39129776806;9254,99999999999;820;8681;12,3218940871751;9,4459163690819
"600";"2B14";"Golo-Morosaglia";1277,63693611028;8907;1155;6606;14,3441892456527;17,4841053587648
"601";"2B15";"L'île-Rousse";1440,34245776793;10543;895;6709;13,6615997132498;13,3402891638098
"602";"2B99";"Bastia";5102,4949185927;42254;0;0;12,0757677819679;NA
"603";"3001";"Aigues-Mortes";4111,34348121047;33691;975;10770;12,2030912742586;9,05292479108635
"604";"3002";"Alès-1 (Partiel)";2512,40792027718;19340;999;9149;12,9907338173588;10,9192261449339
"605";"3003";"Alès-2 (Partiel)";2098,18655458033;16849;613;6475;12,4528847681188;9,46718146718147
"606";"3004";"Alès-3 (Partiel)";1180,91800023406;11472;701;8305;10,2939156226819;8,44069837447321
"607";"3005";"Bagnols-sur-Cèze";3620,49760665018;28672;2092;26615;12,6272935499797;7,8602291940635
"608";"3006";"Beaucaire";3181,95893740076;36058;1976;23711;8,82455748350092;8,3336847876513
"609";"3007";"Calvisson";2965,9940339286;33132;1858;19565;8,95205249887903;9,49654996166624
"610";"3008";"La Grand-Combe";3386,18601524602;22110;2195;15785;15,3151787211489;13,9056065885334
"611";"3009";"Marguerittes";3824,47906070221;36697;586;10983;10,4217757874001;5,33551852863516
"612";"3014";"Pont-Saint-Esprit";2792,12161730366;25547;893;11658;10,9293522421563;7,65997598215818
"613";"3015";"Quissac";2744,82082038394;25971;1952;17035;10,5687914226789;11,4587613736425
"614";"3016";"Redessan";2708,69103178917;32128;1597;21151;8,43093573141548;7,55047042693017
"615";"3017";"Roquemaure";2277,81338004962;25859;705;10091;8,8085903555807;6,98642354573382
"616";"3018";"Rousson";4552,93758887759;31587;3960;28555;14,4139601382771;13,8679740850989
"617";"3019";"Saint-Gilles (Partiel)";3383,14071765243;35284;1380;21543;9,58831401669999;6,40579306503273
"618";"3020";"Uzès";4025,86597281846;31784;1328;15060;12,6663288850317;8,81806108897742
"619";"3021";"Vauvert";3812,38781375977;38981;1538;18304;9,78011804150681;8,40253496503496
"620";"3022";"Le Vigan";3305,55579693747;22987;2230;16627;14,3801096138577;13,4119203704817
"621";"3023";"Villeneuve-lès-Avignon";4126,72962248756;33777;1302;15015;12,2175729712158;8,67132867132867
"622";"3098";"Alès";6240,52442147936;40711;5658;41018;15,3288409065839;13,7939441220927
"623";"3099";"Nîmes";18072,7496870438;150564;14406;128549;12,0033671309502;11,2066215995457
"624";"3101";"Auterive";4723,37512360968;50641;2852;26623;9,32717585278664;10,7125417871765
"625";"3102";"Bagnères-de-Luchon";5097,55959152025;33616;4786;32603;15,1640873141369;14,6796307088305
"626";"3103";"Blagnac";3916,37466995809;49229,0000000001;1800;27148;7,95542194632856;6,63032267570355
"627";"3104";"Castanet-Tolosan";4346,01101813714;42661;1139;21593;10,1873163267086;5,27485759273839
"628";"3105";"Castelginest";4163,75006765249;51553;933;17375;8,07663970603551;5,36978417266187
"629";"3106";"Cazères";4811,46106410244;42947;3676;31109;11,2032529957912;11,8165161207368
"630";"3107";"Escalquens";2956,00907366072;40810;1439;18535;7,24334494893584;7,7636903156191
"631";"3108";"Léguevin";3517,9974717651;51640;1143;15431;6,81254351619889;7,40716739031819
"632";"3109";"Muret";4466,50864645196;52015;1617;23492;8,58696269624523;6,88319427890346
"633";"3110";"Pechbonnieu";3087,69815454786;40077;1560;24627;7,70441438867145;6,3345109026678
"634";"3111";"Plaisance-du-Touch";3324,71268134911;46276;780;14169;7,18452908926681;5,50497565106924
"635";"3112";"Portet-sur-Garonne";4143,75985024392;46755;1931;33317;8,86270955030246;5,79583996158117
"636";"3113";"Revel";4076,72467556807;39152;2181;20787;10,4125579167554;10,4921345071439
"637";"3114";"Saint-Gaudens";5425,55425218316;34971;NA;NA;15,5144383980531;NA
"638";"3121";"Toulouse-7 (Partiel)";3858,9565260051;49240;1604;28393;7,83703599919801;5,64927975205156
"639";"3122";"Toulouse-8 (Partiel)";534,268994477663;7816,99999999999;0;0;6,83470633846314;NA
"640";"3123";"Toulouse-9 (Partiel)";3075,77091049123;22089;791;11759;13,9244461518911;6,7267624798027
"641";"3124";"Toulouse-10 (Partiel)";3314,11674990327;32509;1184;21232;10,1944592263782;5,57648831951771
"642";"3125";"Toulouse-11 (Partiel)";1521,57738369256;13475;638;11833;11,2918544244346;5,39170117468098
"643";"3126";"Tournefeuille";4455,06396299907;51804;1360;27999;8,59984550034567;4,85731633272617
"644";"3127";"Villemur-sur-Tarn";3493,29161284173;40922;2413;24763;8,5364635473382;9,74437669103097
"645";"3199";"Toulouse";36476,6634857148;458298;33393;358598;7,95915833927157;9,31209878471157
"646";"3201";"Adour-Gersoise";1499,78106886111;9776;1224;9819;15,3414593786939;12,4656278643446
"647";"3202";"Armagnac-Ténarèze";1599,98163891898;10159;1253;10060;15,7494009146469;12,455268389662
"648";"3203";"Astarac-Gimone";1284,99196045381;9244;1085;8232;13,9008217271074;13,1802721088435
"649";"3204";"Auch-1 (Partiel)";446,227575527009;4076;282;3537;10,9476834035086;7,97285835453774
"650";"3205";"Auch-2 (Partiel)";356,38450669103;4200;297;3213;8,48534539740547;9,2436974789916
"651";"3206";"Auch-3 (Partiel)";273,270214970729;2610;178;2241;10,4701231789551;7,94288264167782
"652";"3207";"Baïse-Armagnac";1993,94565515944;12072;581;4818;16,5171111262379;12,0589456205895
"653";"3208";"Fezensac";1510,94712034872;9228,00000000001;1267;9427;16,3735058555345;13,4401188076801
"654";"3209";"Fleurance-Lomagne";1908,62457629707;13264;723;5983;14,3895097730479;12,0842386762494
"655";"3210";"Gascogne-Auscitaine";900,957295358973;9442;644;7454;9,54201753186796;8,63965656023611
"656";"3211";"Gimone-Arrats";1660,60859093058;13330;1412;10120;12,4576788516923;13,9525691699605
"657";"3212";"Grand-Bas-Armagnac";1995,38365386803;13175;1691;12872;15,1452269743304;13,1370416407707
"658";"3213";"L'Isle-Jourdain";1118,88901962242;13828;255;3357;8,09147396313583;7,59606791778374
"659";"3214";"Lectoure-Lomagne";1447,68711640789;9674;1282;9909;14,9647210709933;12,9377333737007
"660";"3215";"Mirande-Astarac";1937,65964110249;12893;1505;12454;15,028772520767;12,0844708527381
"661";"3216";"Pardiac-Rivière-Basse";1569,99083077463;9846;1254;9960;15,9454685230005;12,5903614457831
"662";"3217";"Val de Save";1496,38736063457;11285;1255;8742;13,2599677504171;14,3559826126744
"663";"3299";"Auch";3243,11311083168;21962;2584;23154;14,766929746069;11,1600587371512
"664";"3301";"Andernos-les-Bains";7121,76653576841;48905;1427;10655;14,5624507428042;13,392773345847
"665";"3307";"Le Bouscat";4638,70632159302;40161;3485;30339;11,5502759433107;11,4868650911368
"666";"3308";"La Brède";3282,66883588806;40087;1969;27848;8,18886131635708;7,07052571100259
"667";"3309";"Cenon";4334,49004187749;42641;3143;41071;10,1650759641601;7,65260159236444
"668";"3310";"Les Coteaux de Dordogne";4080,87047497453;36902;3534;32667;11,0586701939584;10,8182569565617
"669";"3311";"Créon";4167,3146369652;44553;2459;34381;9,35361173650528;7,15220616037928
"670";"3312";"L'Entre-Deux-Mers";3681,52719590716;37489;3146;31061;9,82028647311788;10,1284569073758
"671";"3313";"L'Estuaire";4346,42028813056;40849;3766;36141;10,6402122160409;10,420298276196
"672";"3314";"Gujan-Mestras";4278,65424920649;40253;709;9815;10,6294046386766;7,22363728986246
"673";"3315";"Les Landes des Graves";3825,7082060185;43641;3254;29635;8,76631655099218;10,9802598279062
"674";"3316";"Le Libournais-Fronsadais";5484,02948024833;52375;4351;43895;10,4707006782784;9,91229069370088
"675";"3317";"Lormont";3824,82976284136;41484;2231;37650;9,22001196326623;5,92563081009296
"676";"3318";"Mérignac-1 (Partiel)";805,683100550823;9938,99999999999;338;6977;8,10627930929494;4,84448903540204
"677";"3319";"Mérignac-2 (Partiel)";889,218389919846;14658;0;0;6,06643737153668;NA
"678";"3320";"Le Nord-Gironde";3760,48028464177;46392;2107;25279;8,1058809377517;8,33498160528502
"679";"3321";"Le Nord-Libournais";5071,42796026039;48071;3240;32653;10,5498699013135;9,92251860472238
"680";"3322";"Le Nord-Médoc";5369,28310899917;39694;3734;29938;13,5266869274932;12,4724430489679
"681";"3323";"Pessac-1 (Partiel)";2413,69775105371;21653;877;21743;11,1471747612511;4,03348204019685
"682";"3324";"Pessac-2 (Partiel)";2923,74984343874;24439;1535;21742;11,9634594027527;7,06006807101463
"683";"3325";"Les Portes du Médoc";4401,16718132021;55482;1896;32066;7,93260369366679;5,91280484001746
"684";"3326";"La Presqu'île";4266,46448833887;47926;2125;36680;8,90219189654649;5,79334787350055
"685";"3327";"Le Réolais et Les Bastides";5791,0314665161;44275;5073;39601;13,0796871067557;12,810282568622
"686";"3328";"Saint-Médard-en-Jalles";4243,75051044953;45274;1737;33220;9,37348259585972;5,22877784467188
"687";"3329";"Le Sud-Gironde";4643,00329340829;38055;2966;24042;12,2007707092584;12,3367440312786
"688";"3330";"Le Sud-Médoc";4150,95442797897;48294;2765;32602;8,59517627030059;8,4810747806883
"689";"3331";"Talence (Partiel)";3426,83063853669;41517;3489;34523;8,25404205153717;10,1063059409669
"690";"3332";"La Teste-de-Buch";6950,09549681144;36063;4595;32136;19,2720946588233;14,2986059248195
"691";"3333";"Villenave-d'Ornon (Partiel)";3064,04343579169;30663;2039;25644;9,99264075854186;7,95117766339105
"692";"3389";"Castets et Castillon";125,783957092579;1182;146;993;10,6416207354128;14,7029204431017
"693";"3396";"Bègles";2691,346426904;26104;2618;22621;10,3100920429972;11,5733168294947
"694";"3397";"Bordeaux";21595,1476669931;243626;24025;210467;8,86405706574551;11,4150912019461
"695";"3398";"Mérignac";7033,59243729194;68386;4612;57285;10,2851350236773;8,05097320415467
"696";"3399";"Pessac";5810,59445752575;60763;3957;51165;9,56271819614856;7,7338024039871
"697";"3401";"Agde";6827,13462131029;46496;2019;19378;14,6832730155503;10,4190318918361
"698";"3402";"Béziers-1 (Partiel)";2947,43617816275;21068;1130;9481;13,9901090666544;11,9185739900854
"699";"3403";"Béziers-2 (Partiel)";593,16140777317;4631;336;3905;12,8084950933528;8,60435339308579
"700";"3404";"Béziers-3 (Partiel)";2767,09459265662;23088;1445;16082;11,9849904394344;8,98520084566596
"701";"3405";"Cazouls-lès-Béziers";4750,45580517642;40030;3329;26364;11,8672390836283;12,627067212866
"702";"3406";"Clermont-l'Hérault";5818,61975820794;44197;3039;21412;13,1651916605379;14,1929759013637
"703";"3407";"Le Crès";3844,0662898625;41191;554;8678;9,33229659358233;6,38395943765845
"704";"3408";"Frontignan";5150,9465760072;44838;1941;23828;11,4879044025318;8,14587879805271
"705";"3409";"Gignac";3466,59001590065;35566;2431;21628;9,74692126159998;11,2400591825411
"706";"3410";"Lattes";4972,27769637379;44111;683;12290;11,2721944557453;5,5573637103336
"707";"3411";"Lodève";4121,00951625613;35105;2043;17474;11,7390956167387;11,6916561748884
"708";"3412";"Lunel";4715,21345665407;47890;2421;27932;9,84592494603062;8,66747816124875
"709";"3413";"Mauguio";5350,56735036931;43518;1237;19139;12,2950672144154;6,46324259365693
"710";"3414";"Mèze";4395,78774283543;38706;1732;14095;11,3568639043958;12,2880454061724
"711";"3415";"Montpellier-1 (Partiel)";489,605901386687;7255;0;0;6,74853068761802;NA
"712";"3420";"Montpellier - Castelnau-le-Lez (Partiel)";3448,38568647203;32778;1321;13742;10,5204273795595;9,61286566729734
"713";"3421";"Pézenas";4706,56970962796;35403;2292;18442;13,2942680270823;12,4281531287279
"714";"3422";"Pignan";3439,3725553166;39769;188;3228;8,64837575829565;5,82403965303594
"715";"3423";"Saint-Gély-du-Fesc";3769,27038336252;41293;524;10009;9,1281098088357;5,23528824058348
"716";"3424";"Saint-Pons-de-Thomières";5055,95079053321;34233;4494;29821;14,7692308314586;15,0699171724624
"717";"3425";"Sète";7155,42760927283;44270;5266;41560;16,1631524944044;12,6708373435996
"718";"3498";"Béziers";10098,3948659345;74811;9458;71040;13,4985428158084;13,3136261261261
"719";"3499";"Montpellier";22611,699735242;272084;19227;208103;8,31055840668395;9,23917483169392
"720";"3501";"Antrain";3524,89921019905;32968;2814;25873;10,6918806424383;10,8762029915356
"721";"3502";"Bain-de-Bretagne";2491,1449036981;31505;1516;15918;7,90714141786413;9,52380952380952
"722";"3503";"Betton";3927,88648895359;46255;738;18956;8,49180951022287;3,89322641907575
"723";"3504";"Bruz";3036,70497545432;39889;225;4981;7,61288820340023;4,51716522786589
"724";"3505";"Châteaugiron";2486,8052288679;36115;1151;19015;6,88579600960238;6,05311596108336
"725";"3506";"Combourg";2958,46960427476;31717;2369;22185;9,32770944375182;10,6783862970476
"726";"3507";"Dol-de-Bretagne";4708,31157490137;42543;3548;33999;11,0671827912967;10,4356010470896
"727";"3508";"Fougères-1 (Partiel)";2164,92247309168;25215;1495;17229;8,5858515688744;8,67723025132045
"728";"3509";"Fougères-2 (Partiel)";2128,18633687499;18540;1616;17702;11,4788907059061;9,12891198734606
"729";"3510";"La Guerche-de-Bretagne";4152,56262203226;40756;3374;32922;10,1888375258422;10,2484660713201
"730";"3511";"Guichen";2410,66252568315;33052;1375;15229;7,2935450976738;9,02882658086545
"731";"3512";"Janzé";2674,25098460667;37011;707;13960;7,22555722516729;5,06446991404011
"732";"3513";"Liffré";2281,65290948928;33147;491;7811;6,88343714209213;6,28600691332736
"733";"3514";"Melesse";2026,20432563684;33106;NA;NA;6,12035378975666;NA
"734";"3515";"Montauban-de-Bretagne";3098,78535408265;33126;2550;23872;9,35454130919113;10,6819705093834
"735";"3516";"Montfort-sur-Meu";2932,77596283953;36520;1629;20810;8,03060230788481;7,82796732340221
"736";"3517";"Redon";3610,38804918663;31841;1839;18198;11,3388023277744;10,1055060995714
"737";"3520";"Rennes-3 (Partiel)";886;10410;0;0;8,51104707012488;NA
"738";"3522";"Rennes-5 (Partiel)";700,948719780985;11783;0;0;5,94881371281495;NA
"739";"3523";"Rennes-6 (Partiel)";851,705088133375;11044;0;0;7,71192582518449;NA
"740";"3524";"Le Rheu";2951,55898080046;38837;696;16816;7,59986348276247;4,13891531874405
"741";"3525";"Saint-Malo-1 (Partiel)";1643,28146367731;13392;435;5463;12,2706202484865;7,96265788028556
"742";"3526";"Saint-Malo-2 (Partiel)";4584,30307665182;26781;1513;13579;17,1177442091476;11,1422048751749
"743";"3527";"Vitré";3402,18301208621;38609;1074;15706;8,81189104117228;6,83815102508595
"744";"3597";"Fougères";3083,54396375421;20170;0;0;15,2877737419644;NA
"745";"3598";"Rennes";18100,6897073197;211373;14383;197497;8,56338780606781;7,28264226798382
"746";"3599";"Saint-Malo";7886,80612776013;44919;5750;48068;17,5578399513794;11,9622201880669
"747";"3601";"Ardentes";1544,10500399825;17292;755;10227;8,92959174183584;7,3824190867312
"748";"3602";"Argenton-sur-Creuse";2862,10997056193;18202;2572;17777;15,7241510304468;14,4681329808179
"749";"3603";"Le Blanc";3042,30013239393;19228;2862;20499;15,8222390908775;13,9616566661788
"750";"3604";"Buzançais";2743,87597441562;17733;2473;18471;15,4732756691796;13,3885550322127
"751";"3605";"Châteauroux-1 (Partiel)";983,504596844144;7888,99999999997;0;0;12,4667840897978;NA
"752";"3608";"La Châtre";2646,04141489285;16665;2341;16855;15,8778362729844;13,8890536932661
"753";"3609";"Issoudun";2241,26353238641;14702;1885;15830;15,2446165990097;11,9077700568541
"754";"3610";"Levroux";2172,3111953997;16552;2039;16331;13,1241614028498;12,4854571061172
"755";"3611";"Neuvy-Saint-Sépulchre";2377,5914470452;15572;2302;16482;15,2683755910943;13,9667516078146
"756";"3612";"Saint-Gaultier";2499,37278653065;17053;2542;17731;14,6564990707245;14,3364728441712
"757";"3613";"Valençay";3059,77007124077;17976;2926;19443;17,0214178417933;15,0491179344751
"758";"3689";"Saint-Maur";387,798254723998;3112;538;3645;12,4613835065552;14,7599451303155
"759";"3699";"Châteauroux";5824,93814870189;45209;4860;50968;12,8844658114576;9,5353947574949
"760";"3701";"Amboise";3247,19709122315;28210;2575;23457;11,5108014577212;10,9775333589121
"761";"3702";"Ballan-Miré";2325,19407168877;25251;976;12800;9,20832470669981;7,625
"762";"3703";"Bléré";2650,13529332888;26088;2277;20389;10,1584456199359;11,1677865515719
"763";"3704";"Château-Renault";3157,52373288698;37201;2633;29220;8,48773885886665;9,01095140314853
"764";"3705";"Chinon";3964,67905202027;34791;2912;31216;11,3957030611948;9,32854946181445
"765";"3706";"Descartes";3717,44084943924;25306;3183;25863;14,6899583080662;12,3071569423501
"766";"3707";"Joué-lès-Tours";4403,56804962198;37703;2211;36799;11,6796224428347;6,00831544335444
"767";"3708";"Langeais";3835,7595568062;33949;3308;29139;11,298593645781;11,3524829266619
"768";"3709";"Loches";3417,61626055693;25526;2828;23142;13,3887654178364;12,2202056866304
"769";"3710";"Montlouis-sur-Loire";3333,98803111806;33547;400;8650;9,93825984773024;4,6242774566474
"770";"3711";"Monts";3093,96604273617;34534;1498;22537;8,95918817031382;6,64684740648711
"771";"3712";"Saint-Cyr-sur-Loire";4626,69086147973;36180;2570;30429;12,7879791638467;8,44589043346807
"772";"3713";"Sainte-Maure-de-Touraine";3600,48348333639;27432;3033;26129;13,1251220594065;11,6077921083853
"773";"3714";"Saint-Pierre-des-Corps";3593,14524012381;30297;2077;30154;11,8597393805453;6,88797506135173
"774";"3719";"Vouvray";2462,93879095646;27693;1499;21671;8,89372329092716;6,91707812283697
"775";"3799";"Tours";15300,7734083759;134803;13535;129506;11,3504695061504;10,4512532237889
"776";"3801";"Bièvre";4127,94056949535;43472;2941;31809;9,49563068065733;9,24581093401239
"777";"3802";"Bourgoin-Jallieu";4825,13024792279;51156;1064,43181818182;16025,7575757576;9,43218830229648;6,64200623995462
"778";"3803";"Chartreuse-Guiers";3413,94414140025;32781;2757;24736;10,4143990158941;11,1456985769728
"779";"3804";"Charvieu-Chavagneux";3702,46133551407;51230;1961;31713;7,22713514642607;6,18358401917195
"780";"3805";"Échirolles";4807,82224865898;46417;1733;35193;10,3578909637826;4,92427471372148
"781";"3806";"Fontaine-Seyssinet (Partiel)";2844,06397384135;26929;673;13249;10,5613426931611;5,07962865121896
"782";"3807";"Fontaine-Vercors (Partiel)";2286,66509389467;25431;552;9857;8,99164442567997;5,60008116059653
"783";"3808";"Le Grand-Lemps";2637,33616032958;33681;1982;24404;7,83033805507432;8,12161940665465
"784";"3810";"Grenoble-2 (Partiel)";2646,89276072843;25981;1071;19254;10,1878017040469;5,56248052352758
"785";"3813";"Le Haut-Grésivaudan";3588,28984916437;42190;1939;23590;8,5050719344972;8,21958456973294
"786";"3814";"L'Isle-d'Abeau";2602,78252604196;50324;1204;28279;5,17205016700174;4,25757629336257
"787";"3815";"Matheysine-Trièves";3261,05851051462;29164;2014;18597;11,1817943715355;10,8297037156531
"788";"3816";"Meylan";5067,69393190218;44011;1752;27606;11,5146075569793;6,34644642469028
"789";"3817";"Morestel";2976,24373572339;34611;2180;22691;8,59912668146944;9,60733330395311
"790";"3818";"Le Moyen Grésivaudan";3798,89967344737;44020,9999999999;867;14469;8,62974415267117;5,99212108646071
"791";"3819";"Oisans-Romanche";3040,20504118103;32293;1317;20183;9,4144397893693;6,5252935638904
"792";"3820";"Le Pont-de-Claix";3756,34027318974;45247;1363;27323;8,30185487035548;4,98847125132672
"793";"3821";"Roussillon";4871,77443293443;45815;2011;22449;10,6335794672802;8,9580827653793
